hfpxzc href,name,MW4etd,UY7F9,category,W4Efsd 2,Address,doJOZc,Add,W4Efsd 3,W4Efsd 4,W4Efsd 5,W4Efsd 6,FQ2IWe src,ah5Ghc,Jn12ke src
"https://www.google.com/maps/place/CUT%26STYLE+Salon,+Rohini+Sector+-+8/data=!4m7!3m6!1s0x390d03abd9f421c7:0x73499fae4f20a984!8m2!3d28.6991012!4d77.1187055!16s%2Fg%2F11yp_glsym!19sChIJxyH02asDDTkRhKkgT66fSXM?authuser=0&hl=en&rclk=1","CUT&STYLE Salon, Rohini Sector - 8",4.8,-89,Beauty Parlour,·,A-1/10,,"37, FF, Khan Market","37, FF, Khan Market",,Open,· Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFpcDfL4iCAEl0JBXJ3UenojtBTQy_ZasyfcCf_9v698mks26QYodg-EWWkVntt-td2r3c6ANWDiavNHdGvSwWBnc5sBp3tIM3h1c7X5KF2cnBMM-tJNhkAnE9bNxBvS8DZxbj_AO3hdLgs=w80-h106-k-no,On-site services,
https://www.google.com/maps/place/Emperos/data=!4m7!3m6!1s0x390ce1219d1cea0f:0xe8122d21d8f7ff2d!8m2!3d28.5774898!4d77.2381187!16s%2Fg%2F11qn94448y!19sChIJD-ocnSHhDDkRLf_32CEtEug?authuser=0&hl=en&rclk=1,Emperos,4.7,-247,Beauty Parlour,·,D-3,,"37, FF, Khan Market","37, FF, Khan Market",,Open,· Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH-An7dUgsbNI2H-JHV6fmzumdmkPbz4eT8mTXqtjc0S4W611dg9ZQEpAsoyF4k2ydfprYA-kRqPH19st5KVJ6oETW2aAZNGmzIU0S47gr7gwAqd3m-bSYz9ep35fQeeQIPu5vu=w138-h92-k-no,"""Good salon, clean and well trained staffs.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
"https://www.google.com/maps/place/Raydiance+by+Monika,Unisex+Beauty+Salon/data=!4m7!3m6!1s0x390d1d7202198f5d:0xbb0a7ca2002b42f7!8m2!3d28.5942909!4d77.1728454!16s%2Fg%2F11y1d1bm4y!19sChIJXY8ZAnIdDTkR90IrAKJ8Crs?authuser=0&hl=en&rclk=1","Raydiance by Monika,Unisex Beauty Salon",4.8,-119,Beauty Parlour,·,"Raydiance by Monika, Defence officer enclave (East), Shopping Complex, S P Marg Alexander M Kadakin Marg, Sardar Patel Marg",,"37, FF, Khan Market","37, FF, Khan Market","Raydiance by Monika, Defence officer enclave (East), Shopping Complex, S P Marg Alexander M Kadakin Marg, Sardar Patel Marg",Closes soon,· 8 pm · Opens 8 am Sun,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEZIx6fmk1oQ8AdkZya19lZWCti5LqLPGGZLNKGExNEMQgCu61WqU09U8qRetLgUVsq747qX9Z0pa3X1qfwSYvkdszDSBDa1sXDaPIbRysIVuT460dEgydiESM-hE4_jWb8_JaP=w122-h92-k-no,"""The salon is clean, well-maintained, and has a lovely ambiance.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Mucchad+unisex+salon/data=!4m7!3m6!1s0x390ce24230ed28eb:0x5601c0d09eb658f4!8m2!3d28.5616339!4d77.2202014!16s%2Fg%2F11hb5nn20k!19sChIJ6yjtMELiDDkR9Fi2ntDAAVY?authuser=0&hl=en&rclk=1,Mucchad unisex salon,4.7,-53,Hairdresser,·,"239, Masjid Moth Rd",,"37, FF, Khan Market","37, FF, Khan Market",,Open,· Closes 9:30 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFL30vtaf7yQbm8MbKkzvLtwcMM8RYX2lFW7HwQEMgM1NuRaBzJrJYVTqtgjwaq2YKa7b8qPatYV1u8fkSwrkDcZULXV9wA30LDB93BMYGse4ljNydYuE4KWlAtkZJsy__FxXzyDGYH5ndc=w80-h106-k-no,"""Got a good haircut at a reasonable price.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Cuts+%26+Curls+salon/data=!4m7!3m6!1s0x390ce475b99ad827:0xaa14e47db5bf73aa!8m2!3d28.5657639!4d77.28669!16s%2Fg%2F11b7q8xm2n!19sChIJJ9iauXXkDDkRqnO_tX3kFKo?authuser=0&hl=en&rclk=1,Cuts & Curls salon,4.3,-43,Beauty Parlour,·,"D - 34, Muradi Rd",,"37, FF, Khan Market","37, FF, Khan Market",,Open,· Closes 11 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGVWbw4UfZ76zP83KWW5u5pqqi_zFYegxWJUtgot8uHYxK0h07PbBLLERTxy5w068QJ-z7vDd90U3uWpYMY5UqlK8CJBlOZ5YdLkOEP94cp8SdQgxmBEB5G3bjFkjzBu9oVio-U=w80-h106-k-no,"""Good environment, clean area.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/THE+BALAYAGE+Unisex+salon/data=!4m7!3m6!1s0x390d03eaaadc521f:0x8ae84f3e42d8c8c8!8m2!3d28.6245853!4d77.1364398!16s%2Fg%2F11h_xjph4b!19sChIJH1LcquoDDTkRyMjYQj5P6Io?authuser=0&hl=en&rclk=1,THE BALAYAGE Unisex salon,4.5,-143,Beauty Parlour,·,"Shop no. A2 basement, bank unit 2, just behind Just behind naraina vihar metro station gate no 1 DDA Market, LSC, Ring Road, Mahatma Gandhi Rd",,"37, FF, Khan Market","37, FF, Khan Market",,Open,· Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGYTdhpaFRIqDtE-RSULo7b9d6Mb_AH2Q2fw4Y5zvQVTSPpdCCCUWbX-PC29ccWrdY-qBdwgNm251Jdn_ziqhdnjjsm7xr_4iQY1bEbYrPZCSiIZtLtxo4BdNxL3eFBdy8o97MA=w80-h100-k-no,"""Anita has very good skills of facial and waxing.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
"https://www.google.com/maps/place/Attraction+Salon%28Ladies+,+children+%26+Gents+%29/data=!4m7!3m6!1s0x390d1d0cb8381501:0xd5bd514c290b9375!8m2!3d28.5795844!4d77.1703995!16s%2Fg%2F12lv200w5!19sChIJARU4uAwdDTkRdZMLKUxRvdU?authuser=0&hl=en&rclk=1","Attraction Salon(Ladies , children & Gents )",4.6,-40,Beauty Parlour,·,"Moti Bagh South Market, Stall No.24 ,Market-I, near South Indian",,"37, FF, Khan Market","37, FF, Khan Market",,Open,· Closes 10 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHG2oWyDWg5-hwfeJlxzjwUBGmqerWD5sgauZYYer4iny1_R0sDgfna6rYOxwPDW-6Cqr9rQUZ1tIjLsj3SyYWjohnpAgFARp83xnkqW_vU6LZsHZcUgsO1e029RgPR-tk=w80-h177-k-no,"""Good for hair cut""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Hair+Factory+Unisex+Salon/data=!4m7!3m6!1s0x390ce3f3f7183aa1:0xef4054aff643cd44!8m2!3d28.569998!4d77.2444433!16s%2Fg%2F11y6qnyh5r!19sChIJoToY9_PjDDkRRM1D9q9UQO8?authuser=0&hl=en&rclk=1,Hair Factory Unisex Salon,4.8,-62,Beauty Parlour,·,"ground floor, hair factory unisex salon, I-85A, near Canra Bank",,"37, FF, Khan Market","37, FF, Khan Market",,Open,· Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFBVLciUIRSoBWucfOeNkE1GsX48KdsL1vJ5U0p1lMi8kjyFM6i_tpCNQJyaVxAqvMBp1Mdqnnaco9NOOtHjC69k1mouVamepURkeofX-inU15T55HFlenF472xYkUFUuQtDFQbJA=w122-h92-k-no,On-site services,
https://www.google.com/maps/place/New+Paris+Salon/data=!4m7!3m6!1s0x390ce37ae689ee07:0x65edff8caa6bd664!8m2!3d28.5733465!4d77.2176104!16s%2Fg%2F11n2yx_1xp!19sChIJB-6J5nrjDDkRZNZrqoz_7WU?authuser=0&hl=en&rclk=1,New Paris Salon,4.8,-187,Hair salon,·,"local shopping center, NBCC TOWER-PILANJI, F-34",,"37, FF, Khan Market","37, FF, Khan Market",,Open,· Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFnviMwXebQ8rm6-yHF6L81QfI_kcUCWZH2JWon2TXdBc13UUnJZ7KSzjodaR2D-56rMF9T9pvLE37MAJ7o9bmghx1k0LyAxhP3lKbVJfErP85o0EGYGQnxd6U21A3hESSwPk4L=w122-h92-k-no,On-site services,
https://www.google.com/maps/place/Looks+Salon/data=!4m7!3m6!1s0x390cfd907aea4f8d:0xc5503afa133d6feb!8m2!3d28.6842883!4d77.2037816!16s%2Fg%2F11f3wcv6pl!19sChIJjU_qepD9DDkR6289E_o6UMU?authuser=0&hl=en&rclk=1,Looks Salon,4.5,"-1,514",Beauty Parlour,·,"34, Bungalow Rd",,"37, FF, Khan Market","37, FF, Khan Market",,Open,· Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHvYXnuKbLxGIo8ywy1Fn1V04fweMLc2BaI1OK6wfbKSFFuPsuHt8acTgv_Q6K5czQGDJQNpDw6qXhUTUFqbG308IlbGeTMDwhHv5GtMOl36BHklnuXLnRPL14J-xSmDK50gnWb=w122-h92-k-no,On-site services,
https://www.google.com/maps/place/GEET+SALON/data=!4m7!3m6!1s0x390ce3291836aa13:0x7085e8643ce651bd!8m2!3d28.5273522!4d77.2089851!16s%2Fg%2F11r4q1pcy9!19sChIJE6o2GCnjDDkRvVHmPGTohXA?authuser=0&hl=en&rclk=1,GEET SALON,4.8,-63,Beauty Parlour,,0,,0,,,Closes soon,· 8 pm · Opens 10:30 am Sun,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHXt_iYmkKA8gWcesk5MHhS7xgdDFLuyfHvgpDcrcID8kIUQLqJK9Gd1AqcxZkMNizlEV9u-iReNnmjk0ztYaoTz7TqmfjSGfT7ckxCRZeD7GMKuwOjwRdzJkdvB3WNGib3YLTWxA=w80-h177-k-no,"""Satisfying massage, facial, manicure, pedicure.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/SINH+Salon/data=!4m7!3m6!1s0x390ce38c357cf4a1:0x1b93f7159872d117!8m2!3d28.5997309!4d77.2266823!16s%2Fg%2F11ybvfx_tb!19sChIJofR8NYzjDDkRF9FymBX3kxs?authuser=0&hl=en&rclk=1,SINH Salon,4.9,-252,Beauty Parlour,·,"15, opposite Blue Door Cafe",,"15, opposite Blue Door Cafe","15, opposite Blue Door Cafe",,Open,· Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHjGUtRnCD_XIqCwJwpdvGQiVMs5n9szugmf4vJx1KUhy4LsF6c97zehplGkEAFBk4rWWXuH9YlNp5X1mdCDggms0_8cFzwcz25Mm4f2o0hWzQcldfuWyacsdGQRajwJd41CYHC5yF1Ojyv=w80-h106-k-no,"""My hair felt light, fresh, and styled beautifully without being overdone.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Looks+Prive/data=!4m7!3m6!1s0x390ce315a2070a2f:0xf39b808798bde50d!8m2!3d28.6005132!4d77.2157278!16s%2Fg%2F11g1ls99tk!19sChIJLwoHohXjDDkRDeW9mIeAm_M?authuser=0&hl=en&rclk=1,Looks Prive,4.5,-156,Hair salon,·,"Looks Prive, The Claridges Hotel, No. 12, Dr APJ Abdul Kalam Rd",,"Looks Prive, The Claridges Hotel, No. 12, Dr APJ Abdul Kalam Rd","Looks Prive, The Claridges Hotel, No. 12, Dr APJ Abdul Kalam Rd",,Closes soon,· 8 pm · Opens 10:30 am Sun,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE4naAtsrSPHq97fdyxyFY2vC_S28bwg026xGv5V25MIg3Es1cLYu6x7cfBbuOVLRe4aNwq5Or0Qk9lBRH5gykX-DRPBnoCtN2iemWNPIx2xY3HBdi4H-vWb2maWIhDAZYjyjb8=w201-h92-k-no,"""Neha Mam truly understood what I wanted and delivered beautiful results.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Looks+Salon/data=!4m7!3m6!1s0x390d03875e8d0381:0xe943626b767a6efc!8m2!3d28.669997!4d77.1067949!16s%2Fg%2F1263flvcw!19sChIJgQONXocDDTkR_G56dmtiQ-k?authuser=0&hl=en&rclk=1,Looks Salon,4.5,-920,Beauty Parlour,·,270,,270,·,270,Open,· Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHCVdYxw3RuLdfGRDEKNQp8jxTbkebXRP8qWaZ5xq-dd1e8F9GIQSts9MyncwRTkQpJtbroHWX1WanizOhIk4Gc_SkpP5LJv0ou3dDQSvSj2Zi3MHKQJtteeSiZFiJZJqybAGg6=w122-h92-k-no,On-site services,
"https://www.google.com/maps/place/Lakme+Salon+For+Him+and+Her+in+Lajpat+Nagar-II,Delhi/data=!4m7!3m6!1s0x390ce3b1f3ffa839:0xf91fc5577eba2ad6!8m2!3d28.567708!4d77.246631!16s%2Fg%2F1vpfgy9v!19sChIJOaj_87HjDDkR1iq6flfFH_k?authuser=0&hl=en&rclk=1","Lakme Salon For Him and Her in Lajpat Nagar-II,Delhi",4.7,"-1,507",Beauty Parlour,·,"1st floorVeer, K 92 B, Veer Savarkar Marg",,"1st floorVeer, K 92 B, Veer Savarkar Marg",·,"1st floorVeer, K 92 B, Veer Savarkar Marg",Closes soon,· 8 pm · Opens 10 am Sun,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGDTMYsxH6YGKLBzPWE87xgkubVsfvjF5G1pOkgGCMoxgut_7ZqwL4T2K1OD9yPI_V-IsEkFdJXYm1AFP9finiaZ_82ryfuwwN69v84Bi35nkGTtTSu9ydeasxDisWAD-nUQtffDw=w122-h92-k-no,On-site services,
https://www.google.com/maps/place/Noi+Tre+Salon+Basant+Lok/data=!4m7!3m6!1s0x390d1ddfab65282b:0xbf55bcbb6e070e4a!8m2!3d28.5579302!4d77.1648088!16s%2Fg%2F11tmhn1xq2!19sChIJKyhlq98dDTkRSg4Hbru8Vb8?authuser=0&hl=en&rclk=1,Noi Tre Salon Basant Lok,4.9,-609,Hairdresser,·,"Shop No - 1, Priya market, near Jaypee Vasant Continental Hotel",,"Shop No - 1, Priya market, near Jaypee Vasant Continental Hotel","Shop No - 1, Priya market, near Jaypee Vasant Continental Hotel",,Closes soon,· 8 pm · Opens 10 am Sun,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEGMVyDdlhDSZiZZskuCaLEppmx14t2oOWcqTfldWPQ_-KrUBq9sir8mQQqV4Z8O7KgL3rul4xfW6jBkvzf6aApI3tcsTb5O_69mRi2_zfhn7cFzf1M5x-EexjRaf-IRWJ6DUbC=w80-h106-k-no,On-site services,
https://www.google.com/maps/place/Al+Habib+Unisex+Salon/data=!4m7!3m6!1s0x390cfde327005139:0x938c87db9571f18e!8m2!3d28.6816522!4d77.2054535!16s%2Fg%2F11s79y5xy9!19sChIJOVEAJ-P9DDkRjvFxlduHjJM?authuser=0&hl=en&rclk=1,Al Habib Unisex Salon,4.8,-252,Beauty Parlour,·,"1st Floor, 40UB",,"1st Floor, 40UB","1st Floor, 40UB",,Closes soon,· 8 pm · Opens 10 am Sun,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFGjzUUeCtxPQL6PcxMPULlY-UJZpWucfkv-_WpDvpwPG-fAOZndQ9Or6bRXEtCoLPscRvCUd_7MTamnJG40VoDjN3CXxfXHaxuRbwdbCwo3xuOp7dEPxlGPLC6ehfIk-WCaCA=w122-h92-k-no,"""Quality salon with talented hairstylists and reasonable prices.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
"https://www.google.com/maps/place/Looks+Salon,+New+Friends+Colony/data=!4m7!3m6!1s0x390ce394870bffff:0x8a11d8edd48ca1d5!8m2!3d28.5623888!4d77.2690349!16s%2Fg%2F11bwqpyk7p!19sChIJ__8Lh5TjDDkR1aGM1O3YEYo?authuser=0&hl=en&rclk=1","Looks Salon, New Friends Colony",4.2,-427,Beauty Parlour,·,"8, Community Center",,"8, Community Center","8, Community Center",,Open,· Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHXCkaE3jUOVvp3aglI9Z7ki1RN5_MsZnylojpfraIohXm8PZY7CWuXWHupZjssZy8G0GNakLM34g5WEoKGF_-g7TThoMT5Ea0g72j0jhZRYEQ_3ZxTN9peUtDxfRvJBA2-NNnxPw=w80-h142-k-no,"""Got my hair toned by Alam at looks , the results were amazing .""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Blixx+Unisex+Salon/data=!4m7!3m6!1s0x390d033c424bce3b:0xf9ce69ded2e44b8c!8m2!3d28.6413109!4d77.1878971!16s%2Fg%2F11ft000nvk!19sChIJO85LQjwDDTkRjEvk0t5pzvk?authuser=0&hl=en&rclk=1,Blixx Unisex Salon,4.6,-131,Hair salon,·,51 5,,51 5,·,51 5,Open,· Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFTR5iBdsT8uhgg38tUTrtc16VVWeFTsB-u4qAVCo_POUmtlcw4CwwqSD9HLYCqDTQAUiSk6VkZVmf0cUFRXA16ceHQ54YnhaYkGjzhpgDHZvxHrdF9lnUEwVTyJo6uXQA6ABpvKvP4va0=w80-h106-k-no,"""The salon was spotless, beautifully decorated, and had a calming atmosphere.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Looks+Salon/data=!4m7!3m6!1s0x390ce25d11ab1c27:0x4567404339050d8d!8m2!3d28.5681638!4d77.2210685!16s%2Fg%2F1hf2hwzmt!19sChIJJxyrEV3iDDkRjQ0FOUNAZ0U?authuser=0&hl=en&rclk=1,Looks Salon,4.4,-895,Beauty Parlour,·,"E-2, FIRST FLOOR, above MASPAR SHOWROOM",,"E-2, FIRST FLOOR, above MASPAR SHOWROOM",·,"E-2, FIRST FLOOR, above MASPAR SHOWROOM",Open,· Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE22IUoNbRyZNgnNTbb5ch0rg8KCnpL44JZg4X1mnIN1xxchh7RFWhFTT8uNl7srU9vmeGGnum9UXnZly9pFGRl_GHdD5RDYXOK4Q39OtpQSnwuUuKs6ieOtng88OmvybQkxYGy=w80-h177-k-no,On-site services,
https://www.google.com/maps/place/Black+Studio+-+Unisex+Salon/data=!4m7!3m6!1s0x390cfdb18b4a7d5b:0xe115a52c2fe9c7b5!8m2!3d28.6815216!4d77.2040172!16s%2Fg%2F11s1bjbzzl!19sChIJW31Ki7H9DDkRtcfpLyylFeE?authuser=0&hl=en&rclk=1,Black Studio - Unisex Salon,4.8,-215,Beauty Parlour,·,"E-106, Gali Bata Wali, near Sparx Mall",,"E-106, Gali Bata Wali, near Sparx Mall","E-106, Gali Bata Wali, near Sparx Mall",,Closes soon,· 8:30 pm · Opens 10:30 am Sun,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEEUbOr8seoRMfsTYi1B-AP3-ycEIfir9A8IQhBzAc-LJ5r5bDExGdHeImaJInhXhV1NW1vMWxW4Nwga-lhwBB10VYHA0WKIwv732rMVt-ra8y9VeQe2e4CqQsBbux4rncZm0bt=w138-h92-k-no,"""Hair after smoothing so smooth feel and good service.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/MIRODA+SALON/data=!4m7!3m6!1s0x390ce34fb704b127:0xdaf96f7b17506563!8m2!3d28.5764998!4d77.2627482!16s%2Fg%2F11h0bkzhl1!19sChIJJ7EEt0_jDDkRY2VQF3tv-do?authuser=0&hl=en&rclk=1,MIRODA SALON,4.4,-182,Beauty Parlour,·,"DDA Market, Shop No.5, ground",,"DDA Market, Shop No.5, ground","DDA Market, Shop No.5, ground",,Open,· Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF7RK3ugl3UGQ7xsk2rujQ2xv5TwlmYOOvR2Iv5zH9yfUTksVgF-Zca44S2kEMj_jR5ZjK7KghD3flhAfvbFyYaZWGqDq_8cCICqlKd_JyjD0bF-PIIH6_LZF9rK3AKHAlaQ0ngRA=w80-h106-k-no,"""Perfect haircut and trimming done by Adil.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/madonna+Salon+south+ex+2/data=!4m7!3m6!1s0x390ce25ce6ef679d:0xdb3c35f11f7f02f0!8m2!3d28.5680658!4d77.2194916!16s%2Fg%2F1hjgrjmqg!19sChIJnWfv5lziDDkR8AJ_H_E1PNs?authuser=0&hl=en&rclk=1,madonna Salon south ex 2,4.6,-814,Beauty Parlour,·,"25 1st floor, E",,"25 1st floor, E",·,"25 1st floor, E",Open,· Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHcmnqybzNKWgsaFdGMRciLdTB4eyRMMEjfbR0l28T7rFKPa5pdVLqRmRw3GsAJg8mYAHDXeYEGEM5sSpNp68ZljFpxdPXQhVY5-4rsRcescdGbfSaXOqLz_6j7Q7yFlwNlxF7t=w122-h92-k-no,On-site services,
https://www.google.com/maps/place/Looks+Salon+VishwaVidyalaya+Civil+Lines+Delhi/data=!4m7!3m6!1s0x390cfd5b9b6a184d:0x32d3d6713ef40be!8m2!3d28.6943644!4d77.2168205!16s%2Fg%2F11s4_smh7y!19sChIJTRhqm1v9DDkRvkDvE2c9LQM?authuser=0&hl=en&rclk=1,Looks Salon VishwaVidyalaya Civil Lines Delhi,4.8,"-2,198",Beauty Parlour,·,"21/31K Floor1, Vishwa Vidyalaya Metro Station, Mall Rd",,"21/31K Floor1, Vishwa Vidyalaya Metro Station, Mall Rd","21/31K Floor1, Vishwa Vidyalaya Metro Station, Mall Rd",,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGKnygZz-hovaLhLO8WCMR9DxrhciHfQOcaBu4CVxuDxhkGRFQjmuvLVUS7MjqzF-acMF7VePuGhGuLUonXYukUap9IyHn9xPXlZTTN7H6ILjXmdX8nWTDtjKapicyuXuXXFmMy=w122-h92-k-no,"""Skilled stylists, great ambiance, and excellent customer service.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
"https://www.google.com/maps/place/Geetanjali+Studio+-+East+Patel+Nagar,+New+Delhi/data=!4m7!3m6!1s0x390d0294e7b2a451:0x1dcd340dba2e3686!8m2!3d28.6455603!4d77.1730941!16s%2Fg%2F11c5_7b33_!19sChIJUaSy55QCDTkRhjYuug00zR0?authuser=0&hl=en&rclk=1","Geetanjali Studio - East Patel Nagar, New Delhi",4.5,-721,Beauty Parlour,·,"37, MKT, Street No. 18, nearby Central Park",,"37, MKT, Street No. 18, nearby Central Park",·,"37, MKT, Street No. 18, nearby Central Park",Open,· Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHVGyPgBHo0JoC80VT3bzpkNc3XORJpQ-9Qbbs_Itrc_QqbFGk3HiGDhXekNIm_ydcStqlBU0P3mSo4UdlqP-kLGZYXJwcvvi4MYIjL3eg1ZcPCRBNGh6_6xMU-v5bDDHJYakLq=w80-h106-k-no,On-site services,
https://www.google.com/maps/place/Mini+Saloon+service+at+home+%EF%B8%8F/data=!4m7!3m6!1s0x390ce31c897c5831:0xda26863b3d8a6335!8m2!3d28.5693173!4d77.2799193!16s%2Fg%2F11rg_4qbxr!19sChIJMVh8iRzjDDkRNWOKPTuGJto?authuser=0&hl=en&rclk=1,Mini Saloon service at home ️,4.8,-150,Hairdresser,·,"727 A, gali no 21",,"727 A, gali no 21","727 A, gali no 21",,Open,· Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEzkDVXz9GsMs-zgsw7aHyZLRJEyLUyNR0L-plkUIteOYQKNSHYfTvRvRRV3WogJWqGxiefOdSL39D7NpQpgNnA7r4MrznPp436Csv3HCFmbB8WSMZu2-WrNqbMuAFamHXJi1wS=w122-h92-k-no,"""Excellent service for hair cut.. very professional and skilled service.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
"https://www.google.com/maps/place/Looks+Salon,+Liberty+Cinema+Road,+Karol+bagh/data=!4m7!3m6!1s0x390d03637a4d1d0f:0xe4e42e19e00cf010!8m2!3d28.6580826!4d77.1890417!16s%2Fg%2F11kq0z36fk!19sChIJDx1NemMDDTkREPAM4Bku5OQ?authuser=0&hl=en&rclk=1","Looks Salon, Liberty Cinema Road, Karol bagh",4.9,-728,Beauty Parlour,·,"19, B/2, New Rohtak Rd, near Liberty Cinema Market",,"19, B/2, New Rohtak Rd, near Liberty Cinema Market","19, B/2, New Rohtak Rd, near Liberty Cinema Market",,Open,· Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEyjD2wdsCp9yOCr28w7Sc_eab30scVhScrwQEZTESQwcMcgfJxacCZ6Q2-NnJluMmGVN54pcB4FtVS-YGtVIkPB1H8BzEe0YBzBozZvOK9BTHEWWz5OAjxWnhHMCioG-YGSikB=w122-h92-k-no,"""Great  service, haircut, manicure, and pedicure.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
"https://www.google.com/maps/place/Looks+Salon+Omaxe,+Chandni+Chowk/data=!4m7!3m6!1s0x390cfdcfccf34905:0x799053154130458d!8m2!3d28.6586366!4d77.2294179!16s%2Fg%2F11xcrqbbk0!19sChIJBUnzzM_9DDkRjUUwQRVTkHk?authuser=0&hl=en&rclk=1","Looks Salon Omaxe, Chandni Chowk",4.9,-283,Beauty Parlour,·,"Shop no, Omaxe Chowk Mall, 1st Floor, HC Sen Marg",,"Shop no, Omaxe Chowk Mall, 1st Floor, HC Sen Marg","Shop no, Omaxe Chowk Mall, 1st Floor, HC Sen Marg",,Open,· Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFnqvoip_CHZk7wk0Pro89Hm29AQ3QXhdJlrp9xQiFLQLzz9tq1617N4Fsqs4dpVxPxje60tXRtPXcXo-HuVdnO2qHAynkd3U_CJgCySr_pqFYsfuWUMVTaW--VxHuKiZyjByip7CjwXFU=w122-h92-k-no,"""The haircut is absolutely beautiful, perfectly tailored to my style.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
"https://www.google.com/maps/place/Portfolio+Salon+%28previously+Cut+%26+Style%29+-+Safdarjung+Enclave,+New+Delhi/data=!4m7!3m6!1s0x390d1d892745292b:0xda43e4550d5bd6ee!8m2!3d28.5591239!4d77.1966443!16s%2Fg%2F12mkz5ztk!19sChIJKylFJ4kdDTkR7tZbDVXkQ9o?authuser=0&hl=en&rclk=1","Portfolio Salon (previously Cut & Style) - Safdarjung Enclave, New Delhi",4.2,-369,Beauty Parlour,·,"B6/16, 1st Floor (B-6 Market, opp. Deer Park, near HDFC Bank B6 Branch",,"B6/16, 1st Floor (B-6 Market, opp. Deer Park, near HDFC Bank B6 Branch",·,"B6/16, 1st Floor (B-6 Market, opp. Deer Park, near HDFC Bank B6 Branch",Closes soon,· 8:30 pm · Opens 10 am Sun,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGBRPYgvl3Do_vMVF2mjXwTg3JbMsE-uYnxthf5i7vGDlh9JE7wDRqQs0EVwZ00g2MmXfCT7uvC_DhkCuAf_273ImhHkuayf0mVZdiXCSbl3CLOXmoAxQkAb9ReMwNljzW5p3us=w138-h92-k-no,"""Very welcoming staff and professional barbers with affordable price.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
